"Item","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"CX01GSE000P7","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",3,"",14,3,50,2,"","","","-","-","-","No",15,"82079090","103-2-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:3 FL:14 S&#216:3 OAL:50 Z=2","2099-12-31","abhinav@rigpl.com","2014-01-10 13:39:59"
"CX01GSE00148","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",3,"",14,3,50,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:3 FL:14 S&#216:3 OAL:50 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-01 09:12:45"
"CX01GSE00155","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",3,"",25,3,75,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:3 FL:25 S&#216:3 OAL:75 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-01 09:17:45"
"CX01GSE00HM0","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",3,"",30,3,100,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:3 FL:30 S&#216:3 OAL:100 Z=4","2099-12-31","ramesh.pant@rigpl.com","2015-07-13 14:39:00.663132"
"CX01GSE00163","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",3.5,"",9,4,50,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:3.5 FL:9 S&#216:4 OAL:50 Z=4","2099-12-31","abhinav@rigpl.com","2014-04-24 19:55:43"
"CX01GSE00171","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",4,"",14,4,50,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:4 FL:14 S&#216:4 OAL:50 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-10-04 20:22:17"
"CX01GSE000Q5","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",4,"",22,4,50,2,"","","","-","-","-","No","","82079090","103-2-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:4 FL:22 S&#216:4 OAL:50 Z=2","2099-12-31","abhinav@rigpl.com","2014-01-10 13:39:13"
"CX01GSE001A9","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",4,"",25,4,75,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:4 FL:25 S&#216:4 OAL:75 Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-10-29 19:33:02"
"CX01GSE001B7","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",4,"",30,4,100,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:4 FL:30 S&#216:4 OAL:100 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-01 09:24:02"
"CX01GSE001C5","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",5,"",16,5,50,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:5 FL:16 S&#216:5 OAL:50 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-09-20 15:30:52"
"CX01GSE00HE7","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",5,"",16,5,50,2,"","","","-","-","-","No","","82079090","103-2-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:5 FL:16 S&#216:5 OAL:50 Z=2","2099-12-31","sushil.rathee@rigpl.com","2015-03-19 12:26:47.209706"
"CX01GSE000R3","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",5,"",22,5,50,2,"","","","-","-","-","No","","82079090","103-2-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:5 FL:22 S&#216:5 OAL:50 Z=2","2099-12-31","abhinav@rigpl.com","2014-01-10 13:38:08"
"CX01GSE001D2","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",5,"",25,5,75,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:5 FL:25 S&#216:5 OAL:75 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-10-24 22:45:10"
"CX01GSE001E0","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",5,"",30,5,100,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:5 FL:30 S&#216:5 OAL:100 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-01 09:26:12"
"CX01GSE001F8","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",5,"",35,5,100,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:5 FL:35 S&#216:5 OAL:100 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-01 09:30:13"
"CX01GSE001H4","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",6,"",18,6,50,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:6 FL:18 S&#216:6 OAL:50 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-09-12 09:13:50"
"CX01GSE00H11","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",6,"",18,6,50,2,"","","","-","-","-","No","","82079090","103-2-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:6 FL:18 S&#216:6 OAL:50 Z=2","2099-12-31","anuj@rigpl.com","2014-12-07 11:07:43.164229"
"CX01GSE000S0","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",6,"",22,6,50,2,"","","","-","-","-","No","","82079090","103-2-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:6 FL:22 S&#216:6 OAL:50 Z=2","2099-12-31","anuj@rigpl.com","2013-12-27 17:49:40"
"CX01GSE001J9","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",6,"",30,6,75,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:6 FL:30 S&#216:6 OAL:75 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-30 12:24:04"
"CX01GSE00G87","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",6,"",30,6,75,2,"","","","-","-","-","No","","82079090","103-2-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:6 FL:30 S&#216:6 OAL:75 Z=2","2099-12-31","anuj@rigpl.com","2014-08-30 17:41:56.435905"
"CX01GSE00G46","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",6,"",30,6,150,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:6 FL:30 S&#216:6 OAL:150 Z=4","2099-12-31","abhinav@rigpl.com","2014-08-06 13:25:07.795432"
"CX01GSE001K7","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",6,"",35,6,100,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:6 FL:35 S&#216:6 OAL:100 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-30 12:30:32"
"CX01GSE00JQ9","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",6,"",50,6,150,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:6 FL:50 S&#216:6 OAL:150 Z=4","2099-12-31","sushil.rathee@rigpl.com","2015-11-19 11:51:16.648033"
"CX01GSE001M3","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",7,"",20,7,60,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:7 FL:20 S&#216:7 OAL:60 Z=4","2099-12-31","abhinav@rigpl.com","2014-01-28 17:44:53"
"CX01GSE000T8","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",8,"",20,8,60,2,"","","","-","-","-","No","","82079090","103-2-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:8 FL:20 S&#216:8 OAL:60 Z=2","2099-12-31","vikas.rathee@rigpl.com","2013-11-28 09:48:48"
"CX01GSE001P6","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",8,"",20,8,60,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:8 FL:20 S&#216:8 OAL:60 Z=4","2099-12-31","vikas.rathee@rigpl.com","2013-09-21 09:29:54"
"CX01GSE001Q4","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",8,"",30,8,75,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:8 FL:30 S&#216:8 OAL:75 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-09 07:36:07"
"CX01GSE001R2","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",8,"",30,8,150,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:8 FL:30 S&#216:8 OAL:150 Z=4","2099-12-31","abhinav@rigpl.com","2014-05-19 10:11:57"
"CX01GSE00GZ2","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",8,"",30,8,200,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:8 FL:30 S&#216:8 OAL:200 Z=4","2099-12-31","abhinav@rigpl.com","2014-10-27 18:02:39.480523"
"CX01GSE001S9","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",8,"",40,8,100,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:8 FL:40 S&#216:8 OAL:100 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-10-22 08:54:53"
"CX01GSE001T7","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",8,"",60,8,150,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:8 FL:60 S&#216:8 OAL:150 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-30 13:02:11"
"CX01GSE001V3","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",10,"",25,10,75,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:10 FL:25 S&#216:10 OAL:75 Z=4","2099-12-31","vikas.rathee@rigpl.com","2013-09-21 09:31:17"
"CX01GSE001W1","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",10,"",30,10,75,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:10 FL:30 S&#216:10 OAL:75 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-01 09:37:31"
"CX01GSE00H29","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",10,"",30,10,75,2,"","","","-","-","-","No","","82079090","103-2-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:10 FL:30 S&#216:10 OAL:75 Z=2","2099-12-31","anuj@rigpl.com","2014-12-07 11:17:41.811709"
"CX01GSE00H78","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",10,"",30,10,150,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:10 FL:30 S&#216:10 OAL:150 Z=4","2099-12-31","abhinav@rigpl.com","2015-01-06 11:21:39.206431"
"CX01GSE00G38","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",10,"",30,10,200,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:10 FL:30 S&#216:10 OAL:200 Z=4","2099-12-31","abhinav@rigpl.com","2014-08-02 16:33:11.692466"
"CX01GSE001X8","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",10,"",50,10,100,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:10 FL:50 S&#216:10 OAL:100 Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-10-29 19:51:48"
"CX01GSE001Y6","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",10,"",60,10,150,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:10 FL:60 S&#216:10 OAL:150 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-01 09:40:57"
"CX01GSE00205","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",12,"",25,12,75,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:12 FL:25 S&#216:12 OAL:75 Z=4","2099-12-31","vikas.rathee@rigpl.com","2013-09-21 09:32:41"
"CX01GSE00FW0","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",12,"",25,12,150,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:12 FL:25 S&#216:12 OAL:150 Z=4","2099-12-31","abhinav@rigpl.com","2014-06-27 13:15:40.881266"
"CX01GSE00213","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",12,"",30,12,75,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:12 FL:30 S&#216:12 OAL:75 Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-16 09:34:03"
"CX01GSE00H37","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",12,"",30,12,75,2,"","","","-","-","-","No","","82079090","103-2-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:12 FL:30 S&#216:12 OAL:75 Z=2","2099-12-31","anuj@rigpl.com","2014-12-07 11:27:26.211640"
"CX01GSE00221","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",12,"",30,12,150,4,"","","","-","-","-","No","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:12 FL:30 S&#216:12 OAL:150 Z=4","2099-12-31","abhinav@rigpl.com","2014-04-24 20:08:39"
"CX01GSE00239","-","Carbide","None","C-0X","TiAlN","Flat End Mills","-","General","-",12,"",30,12,200,4,"","","","-","-","-","Yes","","82079090","101-4-Flute GP-0X Flat End Mills-Metric","S/C NB 0X TiAlN GP-SQEM F&#216:12 FL:30 S&#216:12 OAL:200 Z=4","2099-12-31","abhinav@rigpl.com","2014-04-24 20:07:31"
