"Item","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"CX0XGBE00BF9","-","Carbide","None","C-0X","None","Ball Nose End Mills","-","General","-",8,"",35,8,75,2,"","","","-","-","-","No",5,"82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X  GP-BNEM FØ:8mm FL:35mm SØ:8mm OAL:75mm Z=2","2099-12-31","abhinav@rigpl.com","2014-10-14 20:17:01.647686"
"CX0XGBE000G5","-","Carbide","None","C-0X","None","Ball Nose End Mills","-","General","-",8,"",50,8,100,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X  GP-BNEM FØ:8mm FL:50mm SØ:8mm OAL:100mm Z=2","2099-12-31","abhinav@rigpl.com","2014-04-02 17:31:13"
"CX0XGBE00BN1","-","Carbide","None","C-0X","None","Ball Nose End Mills","-","General","-",10,"",50,10,100,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X  GP-BNEM FØ:10mm FL:50mm SØ:10mm OAL:100mm Z=2","2099-12-31","ramesh.pant@rigpl.com","2014-12-17 14:03:22.802233"
"CX0XGBE000H3","-","Carbide","None","C-0X","None","Ball Nose End Mills","-","General","-",12,"",50,12,100,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X  GP-BNEM FØ:12mm FL:50mm SØ:12mm OAL:100mm Z=2","2099-12-31","abhinav@rigpl.com","2014-04-02 17:24:26"
"CX01GBE00BQ4","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",1,"",4,3,38,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:1mm FL:4mm SØ:3mm OAL:38mm Z=2","2099-12-31","abhinav@rigpl.com","2014-12-31 13:30:19.797437"
"CX01GBE00C21","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",1,"",6,3,50,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:1mm FL:6mm SØ:3mm OAL:50mm Z=2","2099-12-31","sushil.rathee@rigpl.com","2015-06-22 16:45:32.031868"
"CX01GBE00AX9","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",1.5,"",8,3,50,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:1.5mm FL:8mm SØ:3mm OAL:50mm Z=2","2099-12-31","anuj@rigpl.com","2014-07-08 15:58:24.221275"
"CX01GBE000J7","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",2,"",8,3,50,2,"","","","-","-","-","No",20,"82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:2mm FL:8mm SØ:3mm OAL:50mm Z=2","2099-12-31","sushil.rathee@rigpl.com","2013-10-17 11:11:03"
"CX01GBE00BE0","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",2.5,"",8,3,50,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:2.5mm FL:8mm SØ:3mm OAL:50mm Z=2","2099-12-31","abhinav@rigpl.com","2014-10-08 19:33:39.854701"
"CX01GBE00160","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",3,"",12,3,38,4,"","","","-","-","-","No",10,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:3mm FL:12mm SØ:3mm OAL:38mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-10-17 14:25:47"
"CX01GBE000N8","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",3,"",14,3,50,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:3mm FL:14mm SØ:3mm OAL:50mm Z=2","2099-12-31","abhinav@rigpl.com","2014-01-10 14:16:03"
"CX01GBE00186","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",3,"",14,3,50,4,"","","","-","-","-","No",50,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:3mm FL:14mm SØ:3mm OAL:50mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-10-29 19:37:01"
"CX01GBE001A6","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",3,"",25,3,75,4,"","","","-","-","-","No",5,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:3mm FL:25mm SØ:3mm OAL:75mm Z=4","2099-12-31","anuj@rigpl.com","2013-12-26 16:45:47"
"CX01GBE00BT7","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",3,"",30,3,100,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:3mm FL:30mm SØ:3mm OAL:100mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2015-01-16 10:54:25.918689"
"CX01GBE001B4","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",4,"",14,4,50,4,"","","","-","-","-","No",80,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:4mm FL:14mm SØ:4mm OAL:50mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-10-04 20:29:22"
"CX01GBE00BJ9","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",4,"",14,4,50,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:4mm FL:14mm SØ:4mm OAL:50mm Z=2","2099-12-31","anuj@rigpl.com","2014-12-07 10:58:30.095142"
"CX01GBE000P4","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",4,"",22,4,50,2,"","","","-","-","-","No",5,"82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:4mm FL:22mm SØ:4mm OAL:50mm Z=2","2099-12-31","abhinav@rigpl.com","2014-01-10 14:16:47"
"CX01GBE001D9","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",4,"",25,4,75,4,"","","","-","-","-","No",10,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:4mm FL:25mm SØ:4mm OAL:75mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-10-29 19:27:09"
"CX01GBE00BD2","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",4,"",25,4,75,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:4mm FL:25mm SØ:4mm OAL:75mm Z=2","2099-12-31","anuj@rigpl.com","2014-08-30 17:43:56.348221"
"CX01GBE00AR3","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",4,"",30,4,100,4,"","","","-","-","-","No",7,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:4mm FL:30mm SØ:4mm OAL:100mm Z=4","2099-12-31","aditya@rigpl.com","2014-06-16 16:45:01.481176"
"CX01GBE00CF7","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",4,"",30,4,100,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:4mm FL:30mm SØ:4mm OAL:100mm Z=2","2099-12-31","sushil.rathee@rigpl.com","2015-09-14 11:26:39.589075"
"CX01GBE001F5","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",5,"",16,5,50,4,"","","","-","-","-","No",30,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:5mm FL:16mm SØ:5mm OAL:50mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-10-29 19:45:33"
"CX01GBE00C62","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",5,"",16,5,50,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:5mm FL:16mm SØ:5mm OAL:50mm Z=2","2099-12-31","sushil.rathee@rigpl.com","2015-07-13 10:36:06.675379"
"CX01GBE000Q2","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",5,"",22,5,50,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:5mm FL:22mm SØ:5mm OAL:50mm Z=2","2099-12-31","abhinav@rigpl.com","2014-01-10 14:17:31"
"CX01GBE001H1","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",5,"",25,5,75,4,"","","","-","-","-","No",5,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:5mm FL:25mm SØ:5mm OAL:75mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-10-10 23:34:59"
"CX01GBE001K4","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",5,"",35,5,100,4,"","","","-","-","-","No",5,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:5mm FL:35mm SØ:5mm OAL:100mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-10-16 11:54:04"
"CX01GBE000R0","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",6,"",18,6,50,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:6mm FL:18mm SØ:6mm OAL:50mm Z=2","2099-12-31","sushil.rathee@rigpl.com","2013-10-04 20:15:53"
"CX01GBE001M0","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",6,"",18,6,50,4,"","","","-","-","-","No",35,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:6mm FL:18mm SØ:6mm OAL:50mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-10-15 20:44:54"
"CX01GBE000T5","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",6,"",22,6,50,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:6mm FL:22mm SØ:6mm OAL:50mm Z=2","2099-12-31","anuj@rigpl.com","2013-12-30 15:05:42"
"CX01GBE00BZ4","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",6,"",30,6,60,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:6mm FL:30mm SØ:6mm OAL:60mm Z=2","2099-12-31","ramesh.pant@rigpl.com","2015-03-24 18:26:40.575504"
"CX01GBE001P3","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",6,"",30,6,75,4,"","","","-","-","-","No",10,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:6mm FL:30mm SØ:6mm OAL:75mm Z=4","2099-12-31","anuj@rigpl.com","2013-12-20 16:01:24"
"CX01GBE001R9","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",6,"",35,6,100,4,"","","","-","-","-","No",20,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:6mm FL:35mm SØ:6mm OAL:100mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-10-29 19:49:43"
"CX01GBE00CE9","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",6,"",35,6,100,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:6mm FL:35mm SØ:6mm OAL:100mm Z=2","2099-12-31","sushil.rathee@rigpl.com","2015-09-12 16:24:25.061637"
"CX01GBE001T4","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",6,"",40,6,150,4,"","","","-","-","-","No",5,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:6mm FL:40mm SØ:6mm OAL:150mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2014-03-24 11:04:20"
"CX01GBE001W8","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",8,"",20,8,60,4,"","","","-","-","-","No",10,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:8mm FL:20mm SØ:8mm OAL:60mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-10-10 23:26:43"
"CX01GBE00CG5","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",8,"",20,8,60,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:8mm FL:20mm SØ:8mm OAL:60mm Z=2","2099-12-31","sushil.rathee@rigpl.com","2015-09-15 10:21:25.330586"
"CX01GBE001Y3","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",8,"",25,8,75,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:8mm FL:25mm SØ:8mm OAL:75mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-11-28 13:12:16"
"CX01GBE00202","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",8,"",30,8,75,4,"","","","-","-","-","No",4,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:8mm FL:30mm SØ:8mm OAL:75mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-11-30 11:51:06"
"CX01GBE00CH3","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",8,"",30,8,150,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:8mm FL:30mm SØ:8mm OAL:150mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2015-09-15 19:43:48.733085"
"CX01GBE00BG6","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",8,"",30,8,200,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:8mm FL:30mm SØ:8mm OAL:200mm Z=4","2099-12-31","abhinav@rigpl.com","2014-10-27 18:05:53.988705"
"CX01GBE00210","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",8,"",40,8,100,4,"","","","-","-","-","No",7,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:8mm FL:40mm SØ:8mm OAL:100mm Z=4","2099-12-31","anshuman@rigpl.com","2013-10-08 13:37:04"
"CX01GBE00236","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",8,"",50,8,150,4,"","","","-","-","-","No",5,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:8mm FL:50mm SØ:8mm OAL:150mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2014-03-24 11:05:46"
"CX01GBE00251","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",10,"",25,10,75,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:10mm FL:25mm SØ:10mm OAL:75mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 13:37:26"
"CX01GBE00277","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",10,"",30,10,75,4,"","","","-","-","-","No",5,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:10mm FL:30mm SØ:10mm OAL:75mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-28 15:22:50"
"CX01GBE00BK7","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",10,"",30,10,75,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:10mm FL:30mm SØ:10mm OAL:75mm Z=2","2099-12-31","anuj@rigpl.com","2014-12-07 11:23:22.878674"
"CX01GBE00B14","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",10,"",30,10,200,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:10mm FL:30mm SØ:10mm OAL:200mm Z=4","2099-12-31","abhinav@rigpl.com","2014-08-02 16:34:17.611574"
"CX01GBE00285","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",10,"",40,10,100,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:10mm FL:40mm SØ:10mm OAL:100mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 13:40:36"
"CX01GBE002A5","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",10,"",50,10,100,4,"","","","-","-","-","No",7,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:10mm FL:50mm SØ:10mm OAL:100mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-28 15:22:02"
"CX01GBE002B3","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",10,"",60,10,150,4,"","","","-","-","-","No",5,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:10mm FL:60mm SØ:10mm OAL:150mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2014-03-21 11:50:20"
"CX01GBE00AS0","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",12,"",25,12,150,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:12mm FL:25mm SØ:12mm OAL:150mm Z=4","2099-12-31","abhinav@rigpl.com","2014-06-27 13:16:58.453085"
"CX01GBE00AZ5","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",12,"",25,12,150,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:12mm FL:25mm SØ:12mm OAL:150mm Z=2","2099-12-31","abhinav@rigpl.com","2014-07-31 18:29:20.325904"
