"Item","Series","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"HR1XMC002Z9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,7,65,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x7x65 ","2099-12-31","ramesh.pant@rigpl.com","2013-01-23 11:31:26"
"HR1XMC00300","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,7,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x7x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00318","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,50,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x50 ","2099-12-31","ramesh.pant@rigpl.com","2013-01-18 14:45:15"
"HR1XMC00326","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,65,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x65 ","2099-12-31","ramesh.pant@rigpl.com","2013-04-17 13:17:52"
"HR1XMC00334","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,75,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x75 ","2099-12-31","ramesh.pant@rigpl.com","2012-09-25 14:02:00"
"HR1XMC00342","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,90,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x90 ","2099-12-31","anuj@rigpl.com","2012-01-17 15:39:31"
"HR1XMC00359","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x100 ","2099-12-31","aditya@rigpl.com","2011-09-19 18:04:44"
"HR1XMC00HF1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,130,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x130 ","2099-12-31","ramesh.pant@rigpl.com","2015-01-27 18:19:59.495608"
"HR1XMC00045","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,135,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x135 ","2099-12-31","ramesh.pant@rigpl.com","2014-02-28 10:32:54"
"HR1XMC00367","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,150,"","","","","","","-","-","-","No",2,"82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x150 ","2099-12-31","aditya@rigpl.com","2011-09-05 16:32:02"
"HR1XMC00375","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,165,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x165 ","2099-12-31","aditya@rigpl.com","2011-10-07 15:16:03"
"HR1XMC00383","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,180,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x180 ","2099-12-31","ramesh.pant@rigpl.com","2012-05-18 19:33:23"
"HR1XMC00391","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x200 ","2099-12-31","ramesh.pant@rigpl.com","2012-05-17 11:13:09"
"HR1XMC00052","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,8,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x8x250 ","2099-12-31","ramesh.pant@rigpl.com","2014-03-01 12:34:22"
"HR1XMC003A3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,9,65,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x9x65 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC003B1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,9,70,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x9x70 ","2099-12-31","aditya@rigpl.com","2011-12-08 11:14:21"
"HR1XMC00060","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,10,60,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x10x60 ","2099-12-31","ramesh.pant@rigpl.com","2014-04-07 11:37:29"
"HR1XMC003C9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,10,70,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x10x70 ","2099-12-31","aditya@rigpl.com","2012-02-10 14:31:54"
"HR1XMC003D6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,10,80,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x10x80 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC003E4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,10,125,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x10x125 ","2099-12-31","aditya@rigpl.com","2012-05-04 12:18:09"
"HR1XMC00H33","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,10,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x10x150 ","2099-12-31","ramesh.pant@rigpl.com","2014-08-22 17:50:20.373318"
"HR1XMC003F2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,10,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x10x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00078","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,15,240,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x15x240 ","2099-12-31","ramesh.pant@rigpl.com","2014-01-28 18:00:53"
"HR1XMC00086","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5,25,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5x25x150 ","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 10:31:25"
"HR1XMC003G0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5.2,7,65,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5.2x7x65 ","2099-12-31","aditya@rigpl.com","2012-03-27 13:43:24"
"HR1XMC003H8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5.2,7.2,65,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5.2x7.2x65 ","2099-12-31","anuj@rigpl.com","2012-03-22 15:20:42"
"HR1XMC003J3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5.2,9,65,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5.2x9x65 ","2099-12-31","anuj@rigpl.com","2012-03-22 15:24:41"
"HR1XMC003K1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5.3,5.3,100,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 5.3x5.3x100 ","2099-12-31","ramesh.pant@rigpl.com","2012-10-13 14:51:28"
"HR1XMC003L9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",5.5,7.5,65,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 5.5x7.5x65 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00094","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,6,45,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 6x6x45 ","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 10:18:53"
"HR1XMC000A6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,6,50,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 6x6x50 ","2099-12-31","ramesh.pant@rigpl.com","2013-08-13 15:32:01"
"HR1XMC003M7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,6,75,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 6x6x75 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC003N4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,6,100,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 6x6x100 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC003P0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,6,150,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 6x6x150 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC003Q8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,8,65,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x8x65 ","2099-12-31","ramesh.pant@rigpl.com","2013-01-18 14:49:41"
"HR1XMC003R6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,8,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x8x100 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC003S3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,8,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x8x150 ","2099-12-31","ramesh.pant@rigpl.com","2012-11-21 14:37:43"
"HR1XMC000B4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,10,75,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x10x75 ","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 10:21:53"
"HR1XMC003T1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,10,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x10x100 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC003U9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,10,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x10x150 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00HJ2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,10,175,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x10x175 ","2099-12-31","ramesh.pant@rigpl.com","2015-02-12 11:36:05.852468"
"HR1XMC003V7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,10,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x10x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC000C2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,10,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x10x250 ","2099-12-31","ramesh.pant@rigpl.com","2013-10-26 11:02:59"
"HR1XMC003W5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,12,70,"","","","","","","-","-","-","No",1,"82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x12x70 ","2099-12-31","aditya@rigpl.com","2012-01-19 12:46:07"
"HR1XMC000D9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,12,80,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x12x80 ","2099-12-31","ramesh.pant@rigpl.com","2013-05-17 18:11:32"
"HR1XMC003X2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,12,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x12x100 ","2099-12-31","aditya@rigpl.com","2011-09-19 16:36:16"
"HR1XMC000E7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,12,120,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x12x120 ","2099-12-31","abhinav@rigpl.com","2013-11-14 11:22:48"
"HR1XMC003Y0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,12,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x12x150 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC003Z8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,12,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x12x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00409","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,12,240,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x12x240 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00HK0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6,18,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6x18x100 ","2099-12-31","ramesh.pant@rigpl.com","2015-03-02 16:42:49.838852"
"HR1XMC00417","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6.1,10.1,175,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6.1x10.1x175 ","2099-12-31","ramesh.pant@rigpl.com","2013-02-14 13:12:57"
"HR1XMC00J15","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6.2,6.4,40,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-upto 6.9mm","HSS Rohit- 1X  Mandrel 6.2x6.4x40 ","2099-12-31","ramesh.pant@rigpl.com","2015-08-25 10:44:15.239856"
"HR1XMC00425","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6.35,6.35,101.6,"","","","","","","1/4","1/4","4","No","","82078000","H1MC-Square Mandrels-BSW","HSS Rohit- 1X  Mandrel 1/4""x1/4""x4"" ","2099-12-31","aditya@rigpl.com","2011-12-21 18:13:09"
"HR1XMC00433","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6.35,6.35,152.4,"","","","","","","1/4","1/4","6","No","","82078000","H1MC-Square Mandrels-BSW","HSS Rohit- 1X  Mandrel 1/4""x1/4""x6"" ","2099-12-31","aditya@rigpl.com","2011-12-21 18:13:46"
"HR1XMC00441","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6.35,12.7,152.4,"","","","","","","1/4","1/2","6","No","","82078000","H1MC-Rectangular Mandrels-BSW","HSS Rohit- 1X  Mandrel 1/4""x1/2""x6"" ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC000G3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6.35,12.7,203.2,"","","","","","","1/4","1/2","8","No","","82078000","H1MC-Rectangular Mandrels-BSW","HSS Rohit- 1X  Mandrel 1/4""x1/2""x8"" ","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 10:04:16"
"HR1XMC00JV4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",6.35,25.4,152.4,"","","","","","","1/4","1","6","No","","82078000","H1MC-Rectangular Mandrels-BSW","HSS Rohit- 1X  Mandrel 1/4""x1""x6"" ","2099-12-31","ramesh.pant@rigpl.com","2016-06-17 18:31:43.111973"
"HR1XMC00458","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",7,7,100,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 7x7x100 ","2099-12-31","ramesh.pant@rigpl.com","2012-05-23 15:12:02"
"HR1XMC00466","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",7,14,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-7mm to 9.9mm","HSS Rohit- 1X  Mandrel 7x14x150 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00474","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",7,14,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-7mm to 9.9mm","HSS Rohit- 1X  Mandrel 7x14x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00HL8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",7,18,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-7mm to 9.9mm","HSS Rohit- 1X  Mandrel 7x18x200 ","2099-12-31","ramesh.pant@rigpl.com","2015-03-02 16:44:09.008360"
"HR1XMC00482","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",7.2,8,65,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-7mm to 9.9mm","HSS Rohit- 1X  Mandrel 7.2x8x65 ","2099-12-31","aditya@rigpl.com","2012-02-06 16:30:47"
"HR1XMC00490","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",7.5,16.5,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-7mm to 9.9mm","HSS Rohit- 1X  Mandrel 7.5x16.5x150 ","2099-12-31","ramesh.pant@rigpl.com","2012-09-15 13:06:17"
"HR1XMC004B0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",8,8,65,"","","","","","","-","-","-","No",5,"82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 8x8x65 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC004C8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",8,8,75,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 8x8x75 ","2099-12-31","aditya@rigpl.com","2011-11-09 16:37:42"
"HR1XMC004D5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",8,8,80,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 8x8x80 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC004E3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",8,8,90,"","","","","","","-","-","-","No",2,"82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 8x8x90 ","2099-12-31","ramesh.pant@rigpl.com","2012-05-15 18:39:03"
"HR1XMC004F1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",8,8,100,"","","","","","","-","-","-","No",5,"82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 8x8x100 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00J23","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",8,8,130,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 8x8x130 ","2099-12-31","ramesh.pant@rigpl.com","2015-08-26 15:49:20.258254"
